Player,Rec,Yds,TD,20+,40+,Lng,Rec 1st,1st%,Rec FUM,Rec YAC/R,Tgts
D'Onta Foreman,1,5,1,0,0,5,1,1.0,0,0,1
Jake Butt,2,5,0,0,0,5,0,0.0,0,0,3
LeVante Bellamy,1,5,0,0,0,5,0,0.0,0,0,1
Dede Westbrook,1,4,0,0,0,4,0,0.0,0,0,1
J.J. Taylor,1,4,0,0,0,4,0,0.0,0,0,1
Bobby Massie,1,4,0,0,0,4,1,1.0,0,0,1
Dontrell Hilliard,2,4,0,0,0,4,0,0.0,0,0,2
Alex Collins,1,4,0,0,0,4,0,0.0,0,0,2
Craig Reynolds,1,3,0,0,0,3,0,0.0,0,0,1
Isaac Nauta,1,3,0,0,0,3,0,0.0,0,0,1
Jalen Hurts,1,3,0,0,0,3,0,0.0,0,0,1
Buddy Howell,1,3,0,0,0,3,0,0.0,0,0,2
Penny Hart,1,3,0,0,0,3,0,0.0,0,0,1
Antonio Gandy-Golden,1,3,0,0,0,3,0,0.0,0,0,1
Jason Croom,1,3,1,0,0,3,1,1.0,0,0,1
Bruce Miller,1,2,0,0,0,2,1,1.0,0,0,1
Adrian Killins Jr.,1,2,0,0,0,2,0,0.0,0,0,1
Eric Fisher,1,2,1,0,0,2,1,1.0,0,0,1
Marcus Baugh,1,2,0,0,0,2,0,0.0,0,0,1
Kendall Lamm,1,1,1,0,0,1,1,1.0,0,0,1
