Player,Rec,Yds,TD,20+,40+,Lng,Rec 1st,1st%,Rec FUM,Rec YAC/R,Tgts
Baker Mayfield,0,11,0,0,0,11,0,0.0,0,0,0
Darrynton Evans,2,11,0,0,0,6,1,0.5,0,0,2
Jaydon Mickens,2,10,0,0,0,12,1,0.5,0,0,2
Demetrius Harris,3,10,0,0,0,7,0,0.0,0,0,6
Marvin Hall,1,10,0,0,0,10,1,1.0,0,0,1
Malcolm Brown,3,10,0,0,0,7,0,0.0,0,0,5
Tarik Black,1,10,0,0,0,10,1,1.0,0,0,2
Cam Akers,3,10,0,0,0,6,0,0.0,0,0,3
Austin Walter,2,9,0,0,0,11,1,0.5,0,0,3
Scottie Phillips,2,9,0,0,0,8,0,0.0,0,0,3
Kene Nwangwu,4,9,0,0,0,6,0,0.0,0,0,5
Johnny Mundt,1,9,0,0,0,9,1,1.0,0,0,1
Andy Janovich,3,9,0,0,0,3,1,0.333,0,0,4
Brycen Hopkins,1,9,0,0,0,9,1,1.0,0,0,1
Ethan Wolf,2,8,0,0,0,4,0,0.0,0,0,2
J.J. Taylor,4,8,0,0,0,5,0,0.0,1,0,4
Kevin Rader,2,8,0,0,0,7,0,0.0,0,0,3
Adrian Peterson,4,8,0,0,0,5,0,0.0,0,0,4
Racey McMath,2,8,0,0,0,9,0,0.0,1,0,4
Marlon Mack,2,8,0,0,0,7,0,0.0,0,0,5
Hunter Long,1,8,0,0,0,8,0,0.0,0,0,2
Kalen Ballage,2,8,0,0,0,6,0,0.0,0,0,7
Eric Tomlinson,1,7,0,0,0,7,0,0.0,0,0,1
Johnny Stanton,2,7,1,0,0,6,1,0.5,0,0,2
Kyler Murray,0,7,0,0,0,7,0,0.0,0,0,0
Tommylee Lewis,1,7,0,0,0,7,1,1.0,0,0,2
Trey Ragas,2,6,0,0,0,4,0,0.0,0,0,2
Amani Hooker,1,6,0,0,0,6,1,1.0,0,0,1
Gary Brightwell,1,6,0,0,0,6,0,0.0,0,0,1
Miles Boykin,1,6,0,0,0,6,0,0.0,0,0,1
Easop Winston,1,5,0,0,0,5,0,0.0,0,0,1
Lane Johnson,1,5,1,0,0,5,1,1.0,0,0,1
Kylin Hill,1,5,0,0,0,5,0,0.0,0,0,1
Keke Coutee,1,5,0,0,0,5,0,0.0,0,0,1
Trayveon Williams,1,4,0,0,0,4,0,0.0,0,0,2
Ryan Nall,1,4,0,0,0,4,0,0.0,0,0,1
Taylor Decker,2,4,1,0,0,6,1,0.5,0,0,2
Khari Blasingame,2,4,0,0,0,5,0,0.0,0,0,2
Nick Bellore,1,4,0,0,0,4,0,0.0,0,0,1
Patrick Taylor,2,3,0,0,0,3,1,0.5,0,0,2
Andrew Thomas,1,2,1,0,0,2,1,1.0,0,0,1
Danny Pinter,1,2,1,0,0,2,1,1.0,0,0,1
Nick Boyle,1,2,0,0,0,2,0,0.0,0,0,2
Alex Armah,2,2,2,0,0,2,2,1.0,0,0,2
Christian Wilkins,1,1,1,0,0,1,1,1.0,0,0,1
Terence Steele,1,1,1,0,0,1,1,1.0,0,0,1
Conor McDermott,1,1,1,0,0,1,1,1.0,0,0,1
Drew Lock,1,1,0,0,0,1,0,0.0,0,0,1
